review,notes,dates,accords_avis,dessaccords_avis,cleanned_review,classification
On paye 70 balles pour ca serieux ! Ca n’a strictement rien avoir avec du football ! C’est du pay to win . Les gens mettent leurs argent pour avoir des bons joueurs et faire des tout droits . Les goals sont inexistants. Vraiment n’achetez pas cette chose qui sert de jeu vous serez deçu,0,24/10/2023,1,0,paye balles serieux strictement rien avec football pay win gens mettent leurs argent bons joueurs faire droits goals inexistants vraiment achetez chose sert jeu serez deçu,anger
En tant que joueur de FIFA de longue date cet opus est une véritable catastrophe en termes de gameplay rempli de bugs répugnants. Nous sommes en 2023 bon sang !,1,23/10/2023,1,0,tant joueur fifa longue date cet opus véritable catastrophe termes gameplay rempli bugs répugnants nous sommes bon sang,sad
Gameplay catastrophique jamais vue un FIFA aussi nul un script vraiment incroyable des tacles de fou furieux qui n'as aucun impact des bugs à tout va vraiment c'est plus horrible que sympathique de jouer a ce jeux le seul truc positif du jeux c'est que les cartes sont belles  à part ça tout le reste est éclaté de A à Z un conseil gardez votre argent car ce jeux est une perte de temps.,1,23/10/2023,1,0,gameplay catastrophique jamais vue fifa aussi nul script vraiment incroyable tacles fou furieux aucun impact bugs vraiment horrible sympathique jouer jeux seul truc positif jeux cartes belles part reste éclaté conseil gardez votre argent car jeux perte temps,sad
Ce jeux est sorti foul bug. Faut encore attendre 3-4mois cette année pour qu'il soit finit.Tout est toujours QUE pour FuT. Qu'ils sortent un jeux à part free to play avec des saisons pour vendre leurs nouvelles cartes qu'on en parle plus.Ici sur club pro mode très intéressant et complètement délaissé. Pendant 3 semaines impossible de trouver un match. Maintenant que c'est réglé et qu'on puisse monter son pro quoi?Les étoiles gestes techniques et mauvais pieds ne se fixe pas. Tu peux mettre 4 ou 5 étoiles geste technique en match ce sera toujours 3.Tu montes ton pro pour rien .. en carrière plein de bug cinématique transfert maillots.. annonceur..Bref vivement un bon concurrent que EA se bouge un peu les fesses sur un vrai jeux de foot et du gameplay plutôt que mettre toute l'énergie sur des techniques de ventes et commerciale pour FuT.,6,15/10/2023,1,0,jeux sorti foul bug faut encore attendre mois année soit finit toujours fut sortent jeux part free play avec saisons vendre leurs nouvelles cartes parle ici club pro mode très intéressant complètement délaissé pendant semaines impossible trouver match maintenant réglé puisse monter son pro étoiles gestes techniques mauvais pieds fixe peux mettre étoiles geste technique match sera toujours montes ton pro rien carrière plein bug cinématique transfert maillots annonceur bref vivement bon concurrent bouge peu,anger
Merci aux joueurs de donner de VRAIES notes pour ce nouveau DLC de la part d'EA Sports.Encore une fois on se moque des joueurs pour le prix du jeu on a une MAJ de Fifa 23 un mode Fut qui accueille les féminines pourquoi ne pas faire un mode féminine au sein même de Fut et laisser le mode de base ? Aucune idée.Le mode carrière est toujours le même quelques améliorations anecdotiques encore une fois les animations sont les mêmes malgré tout ..Pas de profondeur dans le jeu comme on peut le voir sur un NB2k par exemple...Les notes des joueurs sont incohérentes ils ne doivent pas regarder les matchs.Gameplay encore moins bon que les années précèdentes gardiens horribles contres à tout va pour l'attaquant les appels sont d'une médiocrité toujours les mêmes aucune tactique n'est réellement possible puisque l'IA des joueurs est aléatoire. L'arbitrage est pareil incompréhensible cartons jaune pour des fautes qui méritent une peine de prison...Bref rien de surprenant cette année encore.Vivement un concurrent ! A boycotter au lieu d'enrichir cette médiocrité.,1,12/10/2023,1,0,merci aux joueurs donner vraies notes nouveau dlc part sports encore fois moque joueurs prix jeu maj fifa mode fut accueille féminines pourquoi faire mode féminine sein fut laisser mode base aucune idée mode carrière toujours quelques améliorations anecdotiques encore fois animations mêmes malgré profondeur jeu comme peut voir nbk exemple notes joueurs incohérentes doivent regarder matchs gameplay encore moins bon années précèdentes gardiens horribles contres attaquant appels médiocrité toujours mêmes auc,sad
Pour le moment c’est une vraie purge ! J’espère sincèrement que des MAJs vont sortir bientôt parce que là ça en devient risible…Aucun plaisir à gagner les buts sont cadeaux car les gardiens n’existent pas si on sait un minimum frapper c’est 80% de chance de marquer tellement les gardiens sont mauvais (même des Alisson ou autre grands gardiens à 90) et les défenseurs c’est encore plus scandaleux… Apparement ils sont fait en gruyère les attaquants les traversent littéralement quand il y a des contacts ou des dribbles le moindre changement de trajectoire met au tapis 2-3 défenseurs/milieux le défenseur sélectionné est seul contre tous car l’IA coéquipier est inexistant aucun marquage ni placement c’est triste à voir.Même en testant le mode carrière en légendaire c’est mauvais des scores à base de 7-2 / 8-5 / 5-4 à chaque fois tellement c’est easy de planter et de se prendre des buts aussi… Vraiment déçu par le jeu !Je passe sous silence tous les bugs du jeu que ça soit dans certains menus ou dans le gameplay parce que sinon ça serait trop long…,2,07/10/2023,2,2,moment vraie purge espère sincèrement majs vont sortir bientôt parce devient risible aucun plaisir gagner buts cadeaux car gardiens existent sait minimum frapper chance marquer tellement gardiens mauvais alisson autre grands gardiens défenseurs encore scandaleux apparement fait gruyère attaquants traversent littéralement quand contacts dribbles moindre changement trajectoire met tapis défenseurs milieux défenseur sélectionné seul contre tous car coéquipier inexistant aucun marquage placement triste voir t,sad
Après 30 heures de jeu et venant de l’école PES depuis les années 90 mon verdict est que ce n’est pas du football. Une attaque/défense (avec un système défensif inexistant). Une foutaise. 5 points pour Volta car j’en attendais rien et c’est divertissant en local avec des potes.,5,05/11/2023,1,1,après heures jeu venant école pes depuis années mon verdict football attaque défense avec système défensif inexistant foutaise points volta car attendais rien divertissant local avec potes,sad
Je pensais au moins qu'ils allaient changer quelque chose mais non. Mode carrière pauvre le jeu est beug de partout l'ont-ils testé ?? Aucun changements avec les anciens fifa trop rapide irréaliste aucune atmosphère. Ne l'achetez pas ça ne vaut pas la peine.,2,23/10/2023,1,1,pensais moins allaient changer quelque chose non mode carrière pauvre jeu beug partout ont testé aucun changements avec anciens fifa trop rapide irréaliste aucune atmosphère achetez vaut peine,sad
j'attendais tellement car c'était mon premier fifa que ps5 et franchement je suis totalement déçu ! Le pire fifa depuis que j'y joue ... pour moi ce qu'il me marque le plus c'est le passe qui sont intercepté très facilement et les passes que je fait ne vont jamais ou ils doivent aller . bien dommage d'avoir dépenser 80 balle pour une merde pareil .. j'espère que tout les notes négatif vont faire bougé le cul d EA !!!,5,20/10/2023,1,1,attendais tellement car était mon premier fifa franchement suis totalement déçu pire fifa depuis joue moi marque passe intercepté très facilement passes fait vont jamais doivent aller bien dommage dépenser balle merde pareil espère notes négatif vont faire bougé cul,sad
nul pour les tryhardeurs comme chaque année mais quand meme une bonne possibilité de s'amuser sans se prendre la tête meme dans ultimate team.mieux que les précédents de ce point de vue,15,14/11/2023,1,2,nul tryhardeurs comme chaque année quand meme bonne possibilité amuser sans prendre tête meme ultimate team mieux précédents point vue,neutral
Je mais 12 pour saison et club pro  fut est la pire arnaques du siècle je mais 5/20 à se mode de bobo,10,17/10/2023,1,2,saison club pro fut pire arnaques siècle mode bobo,anger
Obligé de gonfler la note pour compenser les avis négatifs complètement injustifiés.Je joue uniquement au mode carrière je ne parlerai donc pas des autres modes.Cet opus est dans la lignée de son prédécesseur avec quelques améliorations par-ci par-là.Si vous l'achetez en promo ça vaut clairement le coup. Faut pas y mettre plus de 30€ selon moi.Toujours est-il que ce jeu est très bon quoi qu'en disent les pseudo-spécialistes du football virtuel.Il suffit de savoir ce que l'on achète et de savoir patienter jusqu'à l'arrivée des promos ce qui n'a pas pris longtemps cette année...,20,28/12/2023,1,4,obligé gonfler note compenser avis négatifs complètement injustifiés joue uniquement mode carrière parlerai autres modes cet opus lignée son prédécesseur avec quelques améliorations achetez promo vaut clairement coup faut mettre selon moi toujours jeu très bon disent pseudo spécialistes football virtuel suffit savoir achète savoir patienter jusqu arrivée promos pris longtemps année,anger
Je trouve le nouveau FC24 très bien malgré certains bugs de début du jeux ainsi que de glitch en modes en ligne. Sinon la qualité des graphismes du jeu restent bien ;),17,22/10/2023,1,8,trouve nouveau très bien malgré certains bugs début jeux ainsi glitch modes ligne sinon qualité graphismes jeu restent bien,neutral
Gameplay de meilleur qualité comparé aux autres années. Je prends du plaisir sur le jeu mais pour combien de temps ? Seul le temps nous le diras avec les futures mises à jours.,14,02/10/2023,1,9,gameplay meilleur qualité comparé aux autres années prends plaisir jeu combien temps seul temps nous diras avec futures mises jours,joy
"je n'ai pas l'habitude de noter les ""FIFA"" mais voyant tout le monde lui mettre 0 je vient lui mettre un 18 que je trouve mérité depuis que je l'achete 1 an sur 2  jai fait l'impasse sur le 23 et du coup je voit une vrai différence par rapport à l'opus 22 je trouve le 24 vraiment sympas et très réussi alors oui ce n'est pas une révolution non plus mais c'est un très bon jeu de football le meilleur du marché  et le seul aussi c'est vrai",18,04/10/2023,1,12,habitude noter fifa voyant monde lui mettre vient lui mettre trouve mérité depuis achete jai fait impasse coup voit vrai différence rapport opus trouve vraiment sympas très réussi alors oui révolution non très bon jeu football meilleur marché seul aussi vrai,joy
Jeux plus posé mouvement plus naturel en réglant même les sliders le jeux deviens plus plaisant ...Points positifs :- Petite amélioration gameplay même si c'est pas la révolution on sent c'est plus posé- Légère amélioration physique de balle ( tester sur coup d'envoie carrière et clubs )- Bonnes animations que ce soit sur le terrain ou cinématiques  ou ralenti- Un nouveau menu fluide et efficace- De vrai maillots avec la technologie sapiensPoints négatifs :- Toujours pas de 2 vs 2 entre amis en ligne ou 3 vs 3 avec un système de lobby par ex- Gameplay degeulasse sur UT et saison c'est un autre jeux ( ballon de plage vitesse multiplier par 10 )- Perte de l'entrée hymne ldc avec compo ( terme d'immersion c'est bof ),18,29/09/2023,1,15,jeux posé mouvement naturel réglant sliders jeux deviens plaisant points positifs petite amélioration gameplay révolution sent posé légère amélioration physique balle tester coup envoie carrière clubs bonnes animations soit terrain cinématiques ralenti nouveau menu fluide efficace vrai maillots avec technologie sapienspoints négatifs toujours entre amis ligne avec système lobby gameplay degeulasse saison autre jeux ballon plage vitesse multiplier perte entrée hymne ldc avec compo terme immersion bof,neutral
scripté du début à la fin le pire c'est ultimate team c'est n'importe quoi tu peux mettre la meilleure défense du monde tu te manges des buts de merde dans tous les cas,1,15/10/2024,0,0,scripté début fin pire ultimate team importe peux mettre meilleure défense monde manges buts merde tous cas,sad
Le jeu le plus beuger que je n'ai jamais vue j'ai désinstaller j'espère que FC 25 ne sera pas pareil.,0,28/08/2024,0,0,jeu beuger jamais vue désinstaller espère sera pareil,sad
Incroyable !! Sa fait des années que les développeurs dorment debout !! Jeux script de fouuuu  je parle même pas des bugs pendant le match vz falloir vraiment vous les sortir du F*** vos doigts et faire un jeux correcte  et comme par hasard fc 25 va sortir le fc 24 bugs vous êtes des vrais voyous à nous vendent ça méga cher alors que votre jeux est juste nul rien à dire .,0,21/08/2024,0,0,incroyable fait années développeurs dorment debout jeux script fouuuu parle bugs pendant match falloir vraiment sortir vos doigts faire jeux correcte comme hasard sortir bugs êtes vrais voyous nous vendent méga cher alors votre jeux juste nul rien dire,anger
Très médiocre physique du jeu atroce aucun sens dans les IA arbitres horribles on dirait presque que les résultats des matchs sont définis par avance matchmaking totalement déséquilibré. EA FC24 étant un énième jeu d'une longue série on dirait plus que c'est le 1er jeu d'une entreprise médiocre tout est à revoir et refaire c'est fou,0,17/08/2024,0,0,très médiocre physique jeu atroce aucun sens arbitres horribles dirait presque résultats matchs définis avance matchmaking totalement déséquilibré étant énième jeu longue série dirait jeu entreprise médiocre revoir refaire fou,sad
llllll llllll llllll llllll llllll llllll llllll llllll llllll llllll🚨THE MOST ROTTEN GAME IN THE WORLD 🚨llllll llllll llllll llllll llllll llllll llllll llllll llllll llllll,0,14/08/2024,0,0,llllll llllll llllll llllll llllll llllll llllll llllll llllll llllll the most rotten game the world llllll llllll llllll llllll llllll llllll llllll llllll llllll llllll,joy
Un jeu qui n'a pas évolué du tout des gardiens catastrophiques en club pro qui ne captent pas 98 % des ballons un avantage toujours à l'attaquant...À quand un jeu au top et digne des nouvelles générations de consoles…Des jeux dignes de PS3,1,12/08/2024,0,0,jeu évolué gardiens catastrophiques club pro captent ballons avantage toujours attaquant quand jeu top digne nouvelles générations consoles jeux dignes,neutral
Une honte de la part de jvc qui mettent 16 à un jeu comme ça. A part le nom rien de nouveau les script sont toujours là vous allez gagner 1-0 contre le real et le matchs suivants perdre cont evian. Quand le jeu a décidé que vous devez perdre c'est littéralement impossible leur joueur seront plus rapide et sur toute vos passe vos joueur vont ce stopper ou reculer face à un joueur des nombreux cafouillage non siffle on as l'impression de jouer en D2 par moment. En bref mauvais jeux bien noter par jvc une honte pour les jeux vidéo.Ps: jvc revoyez vos note et votre site le captcha ne fonctionne pas bien c'est la 3eme fois que j'écris mon avis.,0,07/08/2024,0,0,honte part jvc mettent jeu comme part nom rien nouveau script toujours allez gagner contre real matchs suivants perdre cont evian quand jeu décidé devez perdre littéralement impossible leur joueur seront rapide toute vos passe vos joueur vont stopper reculer face joueur nombreux cafouillage non siffle impression jouer moment bref mauvais jeux bien noter jvc honte jeux vidéo jvc revoyez vos note votre site captcha fonctionne bien eme fois écris mon avis,anger
On reprend les mêmes et on recommence.Ça devrait être leur diction non?Évidemment on ne compte même plus le nombre de beug que le jeu possède. Rien que dans le jeu en plein match les menus les objectifs qui ne collent pas les remises de trophées sans vraiment les voir la cohérence des équipes dans certains championnats….. et j’en passe ! Un calvaire. On espère le 2025 meilleur…,9,29/07/2024,0,0,reprend mêmes recommence devrait être leur diction non évidemment compte nombre beug jeu possède rien jeu plein match menus objectifs collent remises trophées sans vraiment voir cohérence équipes certains championnats passe calvaire espère meilleur,sad
Jeu avec des SCRIPTS le plus gros script dans un match qui est flagrant . c'est quand le match débute tu marques rapidement 2 ou 3 but en même pas 20Minutes de jeu et d'un coup tu t'en prends 4 ou 5 but en quelques minutes. Tu n'as plus du tout le même adversaire en face de toi !,1,18/07/2024,0,0,jeu avec scripts gros script match flagrant quand match débute marques rapidement but minutes jeu coup prends but quelques minutes adversaire face toi,neutral
Graphismes top après en mode champion (solo) pas si évident de mettre une frappe de loinbeaucoup de réglages à faire au préalable pour que cela soit un peu réaliste (vitesse lente etc)Beaucoup de stades il en manque quelques uns (Olimpico Allianz Arena Bollaert...),16,13/07/2024,0,1,graphismes top après mode champion solo évident mettre frappe loinbeaucoup réglages faire préalable cela soit peu réaliste vitesse lente etc beaucoup stades manque quelques uns olimpico allianz arena bollaert,neutral
"Pire fifa/fc  Les joueurs ne sont pas respecté .Obliger de relancer le jeu car les menus Bug et ce depuis le début du jeu et jamais corriger  bug abusé en tout genre(ex:les joueurs pouvaient traverser le terrain avec la balle dans les mains tout le match sans possibilité de faire quoi que ce soit  glitch de partout (récompense qui donner certain ""gros"" joueurs a cause d'un bug  un jeu qui permet une façon de jouer dite ""cancer""  Une physique dégelasse  du script par moment lunaire .",0,12/07/2024,0,0,pire fifa joueurs respecté obliger relancer jeu car menus bug depuis début jeu jamais corriger bug abusé genre joueurs pouvaient traverser terrain avec balle mains match sans possibilité faire soit glitch partout récompense donner certain gros joueurs cause bug jeu permet façon jouer dite cancer physique dégelasse script moment lunaire,sad
Fifa 24 Le féminin toujours pas de mode carrière de plus aucun mode création championnat ni équipes ni mayo ni stades  le foot pas réaliste Je suis certain que les créateurs du jeu n'on jamais regarder le foot féminin exemple  Lille féminin a un stade plein a craquer de 80000 spectateurs !Je suis comptent qu'il y est du football féminin mais je n'y retrouve pas du tout l'ambiance dans le jeu,4,10/07/2024,0,0,fifa féminin toujours mode carrière aucun mode création championnat équipes mayo stades foot réaliste suis certain créateurs jeu jamais regarder foot féminin exemple lille féminin stade plein craquer spectateurs suis comptent football féminin retrouve ambiance jeu,neutral
"Le pire FIFA depuis que j’ai commencé à jouer il y a 16 ans. Gameplay abominable aucun réalisme des scores de tennis à chaque match…. À éviter comme la peste. EA est tombé bien bas sur cet opus et n’a pas l’air de s’en soucier. Je pensais que FIFA23 était le pire j’ai longuement hésité à acheter FC24 avec son air de nouveauté et de renouvellement… Quelle erreur mis à part les graphismes qui sont ""beaux"" le gameplay est pire que jamais. Le seul changement de situe dans le nom de la franchise…. C’était mon dernier achat je me dirigerai désormais vers PES ou d’autres jeux de simulations qui eux écoutent les fans et ne se moquent pas ouvertement de leur communauté (qu’ils ne font qu’arnaquer et duper de bout en bout).N’achetez surtout pas ce jeu n’y jouez tout simplement pas pour votre santé mental. Allez prendre l’air et vivez une vie heureuse loin de ce jeu.N’achetez masc",0,05/07/2024,0,0,pire fifa depuis commencé jouer ans gameplay abominable aucun réalisme scores tennis chaque match éviter comme peste tombé bien bas cet opus air soucier pensais fifa était pire longuement hésité acheter avec son air nouveauté renouvellement quelle erreur mis part graphismes beaux gameplay pire jamais seul changement situe nom franchise était mon dernier achat dirigerai désormais vers pes autres jeux simulations eux écoutent fans moquent ouvertement leur communauté font arnaquer duper bout bout achetez sur,anger
Horrible 🤮🤮 le jeu est remplis de script c’est injouable 80€ pour ça. Passer votre chemin . C’est le pire fifa depuis longtemps limite je regrette fifa 23 qui n’était pourtant pas ouf Nn plus . Bref n’achetez pas ce jeu.,1,19/06/2024,0,0,horrible jeu remplis script injouable passer votre chemin pire fifa depuis longtemps limite regrette fifa était pourtant ouf bref achetez jeu,sad
pire jeu fifa de toute l’histoire vraiment n’y jouez pas pour votre bien et le bien de votre manette c’est un truc de fou de faire des jeux aussi pourri,0,19/06/2024,0,0,pire jeu fifa toute histoire vraiment jouez votre bien bien votre manette truc fou faire jeux aussi pourri,sad
Je est trop contrôlé par et mise à jour des erreurs que font les joueurs au cours des jeux sont impressionnant et déstabilisant nos prenons début sans le vouloir et nous mettons début sans vraiment le vouloir aussi. cela dépend des équipes avec des bus sortis d’ailleurs,4,15/06/2024,0,0,trop contrôlé mise jour erreurs font joueurs cours jeux impressionnant déstabilisant nos prenons début sans vouloir nous mettons début sans vraiment vouloir aussi cela dépend équipes avec bus sortis ailleurs,neutral
Tout simplement un DÉ-SA-STRE! Est-ce un jeu ou une vaste blague?! Du mauvais pâté en boîte de conserve clairement pour ne pas dire pire! J’y joue depuis ma tendre enfance et aujourd’hui à 35 berges je suis toujours présent sur FIFA (enfin plutôt EA FC désormais…)Et le moins que je puisse dire c’est que depuis toutes ces années je n’avais jamais vu EA Sports sortir un opus aussi bâclé! Brouillon. On dirait presque une démo. Niveau amateurisme ils ont décroché la timbale. Le gameplay est catastrophique ça s’apparente à du cirque. Surtout en ligne où le système défensif est quasi inexistant des joueurs avec un niveau relativement faible peuvent transpercer votre défense tranquillement alors que vos défenseurs font bloc et vont au contact. Les joueurs autour du porteur de balle ne proposent quasiment jamais de solutions le radar du bas ne sert aussi quasiment plus à rien tant les mouvements et appels de balle en profondeur sont faméliques et insignifiants. L’impact des passes triangle (les passes clés!!!) a été franchement limité que ce soit au sol ou à mi hauteur tout comme les centres. Et enfin les gardiens de ce jeu sont semblables à de grands chats bondissant de gauche à droite à la vitesse de flash gordon (-_-‘) Tirs à bout portant retours supersoniques sur la ligne etc.. Rien n’arrête les portiers dans ce jeu… Bien burlesque à voir parfois lolOn dirait qu’EA a sorti un jeu d’arcade avec un niveau d’amateurisme défiant toutes morales comparé aux anciennes éditions. Trop de failles dans le gameplay pour que les puristes et braves bon joueurs s’éclatent vraiment dans ce EA FC. C’est plutôt un jeu pour assister et faire plaisir aux débutants et aux joueurs médiocres.Quelle pauvreté dans les phase de jeu…Moi qui suis un ferru de mouvements collectifs de haute volée de tiki-taka de jeu léché au sol de football Total et de football champagne philosophies que j’applique depuis des années sur FIFA. Eh ben bien mal m’en a pris d’acheter ce jeu car il est quasiment impossible de jouer à merveille et dans les règles de l’art dans cet opus bien médiocre et insipide…Autre anecdote qui me fait sourire jaune récemment j’étais en train d’atomiser 10-4 un mec en ligne en saison bien évidemment rempli de rage et frustré un moment donné il a tourné les talons et bifurqué de la partie.Arrivant au menu principal saisons à ma grande surprise je m’aperçois que je n’ai pas obtenu les 3 points de la victoire alors que mon adversaire a abandonné…C’est vraiment un problème que EA doit corriger car cela m’est arrivé des tas de fois et à vrai dire c’est plutôt rageant!!!L’IA en ligne est vraiment grotesque… Les seuls bons points du jeu sont les graphismes et le contenu qui est riche (Mode Carrière FUT etc…)J’espère que EA corrigera le tir rapidement car pour tout les fans et puristes du jeu depuis la première heure comme moi je pense que la question de faire définitivement l’impasse sur le jeu se posera. Où bien passer chez la concurrence (si elle se réveille) mais étant donné qu’EA n’a pas de concurrence concrètement ils sont un peu en roue libre dans un fauteuil c’est ça qui est un peu dommage.Va falloir qu’EA se réveillent pour que nous les passionnés et amateurs de jeu de simulation de foot on kiffe et s’éclate nouveau!,5,14/06/2024,0,0,simplement stre jeu vaste blague mauvais pâté boîte conserve clairement dire pire joue depuis tendre enfance aujourd hui berges suis toujours présent fifa enfin plutôt désormais moins puisse dire depuis toutes ces années avais jamais sports sortir opus aussi bâclé brouillon dirait presque démo niveau amateurisme ont décroché timbale gameplay catastrophique apparente cirque surtout ligne système défensif quasi inexistant joueurs avec niveau relativement faible peuvent transpercer votre défense tranquilleme,sad
Honteux. Jeux mal optimiser que des bugs aucun effort juste la pour engranger un max de thunes. Jeux scripter déséquilibrer les fifa il y a 10 ans été mieux,0,10/06/2024,0,0,honteux jeux mal optimiser bugs aucun effort juste engranger max thunes jeux scripter déséquilibrer fifa ans été mieux,sad
Après avoir abandonné Fifa il y a 4 ans maintenant car le jeu etait catastrophique et nul a chier. J’ai pris FC24 gratuitement sur le PSN. Résultat il est encore plus claqué. Ea ce donne a fond pour faire de la grosse merde. Je joue uniquement en solo mode carrière. Je pense aue c’est la pire IA que j’ai vu de ma vie si je met le jeu en champion je roule sur tout le monde je monte d’un cran en Légende et j’affronte 11 Lionel Messi. Tout est irréalisable au possible l’IA a 45 contres favorables a chaque action. La moindre interception ou tacle de l’IA est parfaitement réussi. Je me fais balayer sans jamais de faute ( je vais check les ralentis l’ia ne touche pas ma ballon balaye mon joeur ca joue apparemment) mdrrrEA Sport je suis si heureux de vous avoir vu perdre la licence Fifa ahah petit a petit tout vos jeux de merde vont tomber dans l’oubli. Au première loge avec popcorn pour voir votre chut en espérant que vous allez mettre la clé sous la porte bande de merdes.,0,10/06/2024,0,0,après abandonné fifa ans maintenant car jeu etait catastrophique nul chier pris gratuitement psn résultat encore claqué donne fond faire grosse merde joue uniquement solo mode carrière pense aue pire vie met jeu champion roule monde monte cran légende affronte lionel messi irréalisable possible contres favorables chaque action moindre interception tacle parfaitement réussi fais balayer sans jamais faute vais check ralentis touche ballon balaye mon joeur joue apparemment mdrrrea sport suis heureux perdre l,anger
Pas grand chose à dire quand on note le néant total d'une véritable pompe à fric. Aucune cohérence avec du football. Ceci est une arcade ou un joueur part milieu de terrain et dribble droit et met un but. Bref toujours pareil au pays d ea pompe à fric.,1,10/06/2024,0,0,grand chose dire quand note néant total véritable pompe fric aucune cohérence avec football ceci arcade joueur part milieu terrain dribble droit met but bref toujours pareil pays pompe fric,sad
Assez déçu de cette opus par rapport au cru précédent ras le bol des maj qui changent constamment le gameplay suite au retours des joueurs pro gameplay déséquilibré dans l'ensemble très dur à défendre pression trop hautes intense irréaliste mauvaise gestion du comportement de l ia bref à chaque année son ea foot vidéo game à chacun ses goûts pas pr moi cette année aussi bien en multi que en solo pas un plaisir de fou après que l'on reste objectif cela reste un excellent jeu de foot dans l'ensemble avec un contenu de dingue !!!,13,20/04/2024,0,2,assez déçu opus rapport cru précédent ras bol maj changent constamment gameplay suite retours joueurs pro gameplay déséquilibré ensemble très dur défendre pression trop hautes intense irréaliste mauvaise gestion comportement bref chaque année son foot vidéo game chacun ses goûts moi année aussi bien multi solo plaisir fou après reste objectif cela reste excellent jeu foot ensemble avec contenu dingue,sad
Chaque année il se surpasse nous proposer de la merde c'est vraiment prodigieux d'atteindre un tel niveau de merditude. Je pense que n'y pas et qu'il n'y aura jamais de jeu aussi merdique. Quoique avoir les prochains fifa. Ils ont prouvé a mainte reprise qu'ils en sont capable mais de toute façon celui restera le dernier pour moi. Apres 17 ans a jouer a fifa celui-ci a fini par me degouté du jeu.,0,09/04/2024,0,0,chaque année surpasse nous proposer merde vraiment prodigieux atteindre tel niveau merditude pense aura jamais jeu aussi merdique quoique prochains fifa ont prouvé mainte reprise capable toute façon celui restera dernier moi apres ans jouer fifa celui fini degouté jeu,sad
Je suis un grand fan de foot et donc de FIFA .Même quand pes était au dessus jetait toujours FIFA FIFA 2001 2002 2004 2005 ect ..Ce putin de FIFA m'a fait perdre des centaines de marche j'appuie sur triangle le gardien ne sort pas il avance sans bouger  et que dire du mode légende ? N'importe quel équipe même les plus naze sont imbattables non seulement imbattable mais en plus de sa ils vous mettent des raclé des 4 but normal .Exemple en ligue 1 mode carrière PSG avec de bon joueur vu le budget je perd 4 a 0 face a Lens .Lyon me met 3 a 1 alors que je menée 1 a 0 .Toulouse me viole 4 a 0 a quel heure c'est du football ? Les joueurs vont a une vitesse hinumaine .Je me.dis c trop dur je repasse en mode champion et devinez quoi ? C'est beaucoup trop facile !!!!!! Ou bien c trop facile ou bien c injouable mais quel jeux de merde boycottez ses fdp de EA vivement un concurrent pour qu'ont puissent enfin avoir un jeu de foot sérieux et réaliste ! J'ai fait une carrière avec wolsbouuurg en 2 saison ont exigé la ligue des champions alors que dans la vrai vie ce club es nul a chier !!!!Et si t mal classe genre entre 7eme et 10 ème place t virer ! Alors que dans la vrai vie il finissent entre 11eme et 14 ème place  a gerber !!!!!!! Fuck FIFA Fuck EA,5,07/04/2024,0,0,suis grand fan foot fifa quand pes était dessus jetait toujours fifa fifa ect putin fifa fait perdre centaines marche appuie triangle gardien sort avance sans bouger dire mode légende importe quel équipe naze imbattables non seulement imbattable mettent raclé but normal exemple ligue mode carrière psg avec bon joueur budget perd face lens lyon met alors menée toulouse viole quel heure football joueurs vont vitesse hinumaine dis trop dur repasse mode champion devinez beaucoup trop facile bien trop facile b,sad
J'ai toujours pas compris si c'était du Tennis ou du Ping-pong.Par contre c'est pas du foot. J'ai déjà été déçu par des jeux mais autant que celui-là jamais. J'ai pas besoin de développer plus tout à été dit dans les commentaires précédents. Et le prenez pas par dépit pour faire une soirée Fifa entre potes si ils ont pas de compte c'est foutu. Si vous voulez un jeux de foot avec des équipes et des stats qui se rapprochent de la réalité rabattez vous sur le 23.,1,03/04/2024,0,0,toujours compris était tennis ping pong contre foot déjà été déçu jeux autant celui jamais besoin développer été dit commentaires précédents prenez dépit faire soirée fifa entre potes ont compte foutu voulez jeux foot avec équipes stats rapprochent réalité rabattez,sad
ce jeu peut ce trouver intéressant dans le cas ou votre qi ne dépasse pas 70 sinon passez votre chemin.rien a dire de + donc on va remplir pour les caractère inutile car il mérite pas d'autres arguments mon chat est gris et j'aime les lasagnes.,0,25/03/2024,0,0,jeu peut trouver intéressant cas votre dépasse sinon passez votre chemin rien dire remplir caractère inutile car mérite autres arguments mon chat gris aime lasagnes,neutral
Je joue à FIFA depuis FIFA 97 donc j’en ai vu passer quelques uns. Ah pardon ça ne s’appelle plus Fifa ça s’appelle EA FC 24. Mais pardon ce n’est pas non plus un jeu de foot c’est un jeu d’arcade. Après pour les amateurs de fantasy magie etc… ce jeu est fait pour vous des miracles qui s’enchaînent les uns après les autres. Records : 8 poteaux de part et d autre dans un match je perdais 4-0 et j’ai gagné 6-4 en 30 min etc… bref une daube qui veut se faire passer pour un jeu de football afin d attirer le plus grand monde alors que ceci est un jeu d arcade fantasy.,0,24/03/2024,0,0,joue fifa depuis fifa passer quelques uns pardon appelle fifa appelle pardon non jeu foot jeu arcade après amateurs fantasy magie etc jeu fait miracles enchaînent uns après autres records poteaux part autre match perdais gagné min etc bref daube veut faire passer jeu football afin attirer grand monde alors ceci jeu arcade fantasy,anger
