review,notes,dates,accords_avis,dessaccords_avis
"Le pire FIFA depuis que j’ai commencé à jouer il y a 16 ans. Gameplay abominable, aucun réalisme, des scores de tennis à chaque match…. À éviter comme la peste. EA est tombé bien bas sur cet opus et n’a pas l’air de s’en soucier. Je pensais que FIFA23 était le pire, j’ai longuement hésité à acheter FC24 avec son air de nouveauté et de renouvellement… Quelle erreur, mis à part les graphismes qui sont ""beaux"", le gameplay est pire que jamais. Le seul changement de situe dans le nom de la franchise…. C’était mon dernier achat, je me dirigerai désormais vers PES ou d’autres jeux de simulations qui, eux, écoutent les fans et ne se moquent pas ouvertement de leur communauté (qu’ils ne font qu’arnaquer et duper de bout en bout).N’achetez surtout pas ce jeu, n’y jouez tout simplement pas pour votre santé mental. Allez prendre l’air et vivez une vie heureuse loin de ce jeu.N’achetez masc",0,Posté le 05 juil. à 14:32,0,0
Horrible 🤮🤮 le jeu est remplis de script c’est injouable 80€ pour ça. Passer votre chemin . C’est le pire fifa depuis longtemps limite je regrette fifa 23 qui n’était pourtant pas ouf Nn plus . Bref n’achetez pas ce jeu.,1,Posté le 19 juin à 22:57,0,0
pire jeu fifa de toute l’histoire vraiment n’y jouez pas pour votre bien et le bien de votre manette c’est un truc de fou de faire des jeux aussi pourri,0,Posté le 19 juin à 18:25,0,0
Je est trop contrôlé par et mise à jour des erreurs que font les joueurs au cours des jeux sont impressionnant et déstabilisant nos prenons début sans le vouloir et nous mettons début sans vraiment le vouloir aussi. cela dépend des équipes avec des bus sortis d’ailleurs,4,Posté le 15 juin à 19:35,0,0
Belle blague je les eu gratuitement résultat mon pote et devenu mon ennemi je vous déconseille cette blague c'est vraiment le pire jeu de foot ne l'achetez pas c'est vraiment une honte les bug a chaque fois je suis devant les cage mon joueur ne tire pas s'arrête de bougez c'est vraiment un sketch,0,Posté le 03 oct. 2023 à 11:54,21,0
"EA qui comme d'habitude s'engraisse avec les pigeons mais le jeu est de pire en pire. Une Caaataaastrophe ""Simulation"" de football lol.Vivement qu'un concurrent vienne s'immiscer dans la lutte ! C'est pas près d'arriver malheureusement !",0,Posté le 29 sept. 2023 à 19:06,17,0
"Tout simplement un DÉ-SA-STRE! Est-ce un jeu ou une vaste blague?! Du mauvais pâté en boîte de conserve clairement, pour ne pas dire pire! J’y joue depuis ma tendre enfance et aujourd’hui à 35 berges je suis toujours présent sur FIFA (enfin plutôt EA FC désormais…)Et le moins que je puisse dire c’est que depuis toutes ces années je n’avais jamais vu EA Sports sortir un opus aussi bâclé! Brouillon. On dirait presque une démo. Niveau amateurisme ils ont décroché la timbale. Le gameplay est catastrophique, ça s’apparente à du cirque. Surtout en ligne où le système défensif est quasi inexistant, des joueurs avec un niveau relativement faible peuvent transpercer votre défense tranquillement alors que vos défenseurs font bloc et vont au contact. Les joueurs autour du porteur de balle ne proposent quasiment jamais de solutions, le radar du bas ne sert aussi quasiment plus à rien tant les mouvements et appels de balle en profondeur sont faméliques et insignifiants. L’impact des passes triangle (les passes clés!!!) a été franchement limité que ce soit au sol ou à mi hauteur, tout comme les centres. Et enfin les gardiens de ce jeu sont semblables à de grands chats bondissant de gauche à droite à la vitesse de flash gordon (-_-‘) Tirs à bout portant, retours supersoniques sur la ligne etc.. Rien n’arrête les portiers dans ce jeu… Bien burlesque à voir parfois lolOn dirait qu’EA a sorti un jeu d’arcade avec un niveau d’amateurisme défiant toutes morales comparé aux anciennes éditions. Trop de failles dans le gameplay pour que les puristes et braves bon joueurs s’éclatent vraiment dans ce EA FC. C’est plutôt un jeu pour assister et faire plaisir aux débutants et aux joueurs médiocres.Quelle pauvreté dans les phase de jeu…Moi qui suis un ferru de mouvements collectifs de haute volée, de tiki-taka, de jeu léché au sol, de football Total et de football champagne, philosophies que j’applique depuis des années sur FIFA. Eh ben, bien mal m’en a pris d’acheter ce jeu car il est quasiment impossible de jouer à merveille et dans les règles de l’art dans cet opus bien médiocre et insipide…Autre anecdote qui me fait sourire jaune, récemment j’étais en train d’atomiser 10-4 un mec en ligne en saison, bien évidemment rempli de rage et frustré un moment donné il a tourné les talons et bifurqué de la partie.Arrivant au menu principal saisons, à ma grande surprise je m’aperçois que je n’ai pas obtenu les 3 points de la victoire alors que mon adversaire a abandonné…C’est vraiment un problème que EA doit corriger car cela m’est arrivé des tas de fois et à vrai dire c’est plutôt rageant!!!L’IA en ligne est vraiment grotesque… Les seuls bons points du jeu sont les graphismes et le contenu qui est riche (Mode Carrière, FUT etc…)J’espère que EA corrigera le tir rapidement car pour tout les fans et puristes du jeu depuis la première heure comme moi, je pense que la question de faire définitivement l’impasse sur le jeu se posera. Où bien passer chez la concurrence (si elle se réveille) mais étant donné qu’EA n’a pas de concurrence concrètement, ils sont un peu en roue libre dans un fauteuil c’est ça qui est un peu dommage.Va falloir qu’EA se réveillent pour que nous les passionnés et amateurs de jeu de simulation de foot, on kiffe et s’éclate nouveau!",5,Posté le 14 juin à 12:08,0,0
Honteux. Jeux mal optimiser que des bugs aucun effort juste la pour engranger un max de thunes. Jeux scripter déséquilibrer les fifa il y a 10 ans été mieux,0,Posté le 10 juin à 14:15,0,0
"Après avoir abandonné Fifa il y a 4 ans maintenant car le jeu etait catastrophique et nul a chier. J’ai pris FC24 gratuitement sur le PSN. Résultat il est encore plus claqué. Ea ce donne a fond pour faire de la grosse merde. Je joue uniquement en solo, mode carrière. Je pense aue c’est la pire IA que j’ai vu de ma vie, si je met le jeu en champion je roule sur tout le monde, je monte d’un cran en Légende et j’affronte 11 Lionel Messi. Tout est irréalisable au possible, l’IA a 45 contres favorables a chaque action. La moindre interception ou tacle de l’IA est parfaitement réussi. Je me fais balayer sans jamais de faute ( je vais check les ralentis, l’ia ne touche pas ma ballon, balaye mon joeur, ca joue apparemment) mdrrrEA Sport je suis si heureux de vous avoir vu perdre la licence Fifa ahah petit a petit tout vos jeux de merde vont tomber dans l’oubli. Au première loge avec popcorn pour voir votre chut en espérant que vous allez mettre la clé sous la porte bande de merdes.",0,Posté le 10 juin à 13:32,0,0
Pas grand chose à dire quand on note le néant total d'une véritable pompe à fric. Aucune cohérence avec du football. Ceci est une arcade ou un joueur part milieu de terrain et dribble droit et met un but. Bref toujours pareil au pays d ea pompe à fric.,1,Posté le 10 juin à 11:03,0,0
"Ce n'est pas du football les joueurs glissent de partout , aucun équilibre entre l'attaque et la défense..Jeu catastrophique en l'état .Arnaque totale a 70 euros",0,Posté le 24 mai à 13:45,0,0
"Assez déçu de cette opus par rapport au cru précédent, ras le bol des maj qui changent constamment le gameplay suite au retours des joueurs pro, gameplay déséquilibré dans l'ensemble, très dur à défendre, pression trop hautes intense irréaliste, mauvaise gestion du comportement de l ia, bref à chaque année son ea foot vidéo game à chacun ses goûts, pas pr moi cette année, aussi bien en multi que en solo pas un plaisir de fou, après que l'on reste objectif cela reste un excellent jeu de foot dans l'ensemble avec un contenu de dingue !!!",13,Posté le 20 avr. à 19:16,0,2
"Chaque année il se surpasse nous proposer de la merde, c'est vraiment prodigieux d'atteindre un tel niveau de merditude. Je pense que n'y pas et qu'il n'y aura jamais de jeu aussi merdique. Quoique, avoir les prochains fifa. Ils ont prouvé a mainte reprise qu'ils en sont capable mais de toute façon celui restera le dernier pour moi. Apres 17 ans a jouer a fifa, celui-ci a fini par me degouté du jeu.",0,Posté le 09 avr. à 01:55,0,0
"Je suis un grand fan de foot et donc de FIFA .Même quand pes était au dessus jetait toujours FIFA FIFA 2001 2002 2004 2005 ect ..Ce putin de FIFA m'a fait perdre des centaines de marche j'appuie sur triangle le gardien ne sort pas il avance sans bouger , et que dire du mode légende ? N'importe quel équipe même les plus naze sont imbattables, non seulement imbattable mais en plus de sa ils vous mettent des raclé des 4 but normal .Exemple en ligue 1 mode carrière PSG avec de bon joueur vu le budget je perd 4 a 0 face a Lens .Lyon me met 3 a 1 alors que je menée 1 a 0 .Toulouse me viole 4 a 0 a quel heure c'est du football ? Les joueurs vont a une vitesse hinumaine .Je me.dis c trop dur je repasse en mode champion et devinez quoi ? C'est beaucoup trop facile !!!!!! Ou bien c trop facile ou bien c injouable mais quel jeux de merde boycottez ses fdp de EA vivement un concurrent pour qu'ont puissent enfin avoir un jeu de foot sérieux et réaliste ! J'ai fait une carrière avec wolsbouuurg en 2 saison ont exigé la ligue des champions alors que dans la vrai vie ce club es nul a chier !!!!Et si t mal classe genre entre 7eme et 10 ème place t virer ! Alors que dans la vrai vie il finissent entre 11eme et 14 ème place , a gerber !!!!!!! Fuck FIFA Fuck EA",5,Posté le 07 avr. à 07:23,0,0
"J'ai toujours pas compris si c'était du Tennis ou du Ping-pong.Par contre c'est pas du foot. J'ai déjà été déçu par des jeux, mais autant que celui-là jamais. J'ai pas besoin de développer plus, tout à été dit dans les commentaires précédents. Et le prenez pas par dépit pour faire une soirée Fifa entre potes, si ils ont pas de compte c'est foutu. Si vous voulez un jeux de foot avec des équipes et des stats qui se rapprochent de la réalité rabattez vous sur le 23.",1,Posté le 03 avr. à 23:44,0,0
"ce jeu peut ce trouver intéressant dans le cas ou votre qi ne dépasse pas 70, sinon passez votre chemin.rien a dire de + donc on va remplir pour les caractère inutile car il mérite pas d'autres arguments, mon chat est gris et j'aime les lasagnes.",0,Posté le 25 mars à 17:28,0,0
"Je joue à FIFA depuis FIFA 97, donc j’en ai vu passer quelques uns. Ah pardon ça ne s’appelle plus Fifa ça s’appelle EA FC 24. Mais pardon ce n’est pas non plus un jeu de foot c’est un jeu d’arcade. Après, pour les amateurs de fantasy, magie etc… ce jeu est fait pour vous, des miracles qui s’enchaînent les uns après les autres. Records : 8 poteaux de part et d autre dans un match, je perdais 4-0 et j’ai gagné 6-4 en 30 min etc… bref une daube qui veut se faire passer pour un jeu de football afin d attirer le plus grand monde alors que ceci est un jeu d arcade fantasy.",0,Posté le 24 mars à 18:05,0,0
"Jeu catastrophique, remplis de bug en tout genre.Paie to win en futVous aurez beau jouer énormément vous n’aurez rien dans vos pack de plus EA se permet d’enlever vos crédit pour des suspicions sans même apporter des preuves. Vivement 2k, comme au basket EA SPORT va perdre le marché car il se moque de leur communauté. Jeu à fuir Bonne journée",1,Posté le 23 mars à 12:26,0,0
Jeux de sport le plus nul jamais conçu. C'est tout sauf du foot et surtout pas une simulation. A fuir à tout prix. Même à vendre c'est une arnaque. Comment des gens peuvent jouer encore à sa,0,Posté le 22 mars à 21:44,0,0
"Incroyablement décevant jamais un FIFA pas autant déçu même le 18...FIFA 17 pour moi le meilleur de la série qui a su rebondir.FC 24 OMG que c'est mauvais, beaucoup de chose supprimer en carrière manager, c'est presque des choix tactique imposé.Une entreprise comme EA devrais faire un jeu chaque année qui surpasse le précédent mais tout le monde s'en fou tant qu'ils ont leur FUT débile super arcade!",8,Posté le 21 mars à 10:20,0,0
En Ultime/légende j'ai le sentiment de jouer aux échecs mais que l'adversaire joue 2 à 3 coups de plus à chacun de ses tours et que mes pions que je touche pas se livre tout seul sur un plateau.(ouverture des lignes defensives). que je gagne ou perde c'est même pas agréable. Depuis toutes ces années faut bien dire qu'ils sont vraiment pas créatif chez EA. j'encourage de bouder les prochaines sorties afin qu'il y ait du mouvement dans la chaumière. Et dire que j'étais optimiste avec la sortie de la ps5..,0,Posté le 18 mars à 05:06,0,0
Belle blague je les eu gratuitement résultat mon pote et devenu mon ennemi je vous déconseille cette blague c'est vraiment le pire jeu de foot ne l'achetez pas c'est vraiment une honte les bug a chaque fois je suis devant les cage mon joueur ne tire pas s'arrête de bougez c'est vraiment un sketch,0,Posté le 03 oct. 2023 à 11:54,21,0
"EA qui comme d'habitude s'engraisse avec les pigeons mais le jeu est de pire en pire. Une Caaataaastrophe ""Simulation"" de football lol.Vivement qu'un concurrent vienne s'immiscer dans la lutte ! C'est pas près d'arriver malheureusement !",0,Posté le 29 sept. 2023 à 19:06,17,0
"Moi perso je dirais pas que le jeu est archi degueulasse vous avez amélioré c’est temps ci ça va un peu par rapport à la sortie . J’avoue que vous aimez le foot tout comme nous les consommateurs mais en vrai est ce que vous avez essayer le jeu vous même créateur avant de faire sortir cette merde ? Non j’ai l’impression que vous avez rendu le jeu en faisant exprès bien sûr plus pire qu’avant . J’ai l’impression que vous faite exprès. D’abord vous retirer ce qui est un bon l’intro des joueurs le stade la vue la salutation des joueurs l’intro en général vous le retirer et vous le simplifier pourquoi au faite2/ pourquoi supprimer le brazil on sait que vous êtes raciste vous avez ajouter 2 pays africains sa on le sait mais pourquoi ne pas faire un jeu qui est entier vous faite un jeu super chers on se tue pour le payer résultat déception .3/ j’ai l’impression que le jeu est fait pour L’IA , les fautes sont trop abuser il y a des tacles qui doivent faire exclus le joueur et mettre le joueur tacler sur civière d’abord il mérite pas rouge le joueur de deux mon joueur n’est blessé . Est il se blesse sur des fautes débile 😅…4 / pourquoi ne pas faire un mode carrière joueur plus réaliste ça vous coûte quoi EASPORT J’AI MAL parce que je sais que vous avez la possibilité votre jeu n’est pas hyper degueulasse mais franchement j’ai l’impression de m’ennuyer en jouant le jeu jusque c’est le seul jeu de foot qui niveau graphiste est super bien mis . Copie et coller la réalité c’est tout . Comment faire une carrière de 1 an de contrat il suffit que tu valide pas 1 seul objectif on te chasse même si tu as fais une saison remarquable on veut voir plus de cinématiques j’ai joueur le jeu en 20h j’ai fini 2 saison et demi . C’est nul wallah . Les passes y’a que IA qui les réussissent bien . Moi quand mes joueurs ont le ballon ils savent pas quoi faire et pourquoi aussi chasser de bon joueur quand j’arrive ? Parfois vous les faite pas jouer . Tu as de bon ailier qui dribble quand ils sont IA le jour tu joue avec eux ils devienne nul c’est abuser essayer d’être plus réaliste . Les têtes meme si tu as Marquinhos c’est un jouer de GEN 69 qui s’imposera face à lui même s’il a tête 45 . Je sens pour une première que vous pouvez changer beaucoup de chose s’il vous plaît après la prochaine sorti soyez vrai envers nous5/ le jeu est trop facile pour moi, d’abord dans ma carrière je suis aller au PSG quand N’importe quel joueur marque le publique scande son nom quand je marque personne n’ose parler de mon joueur c’est pas réaliste et cesser de faire que tout tourne autour de mon joueur par moment mon équipe peuvent se permettre de combiner et marquer pourquoi toujours ils tourne me rechercher c’est naz3 . Il est facile dans la mesure où c’est moi qui doit tout faire fin de saison j’ai 30 passe ou sa existe ça ? 😅😅😅😅😅6/ la var merde 😅. C’est bon la y’a un peu de cohérence7/ pourquoi y’a pas d’interview genre question réponse et pourquoi pas toujours commencer une carrière à 19 ans avve le club de mon souhait y’a pas de réaliste si je choisir réal et que je fais asseoir vinicus sa n’existe pas sachant sur vinicus est au meilleur de sa forme . Faite plutôt un truc qui donne envie de dit je suis fier de ce jeu mais rien chaque jour c’est pareil . Les Club doivent se battre pour nous avoir par nos compétences8/ transfert dans quel coups je ne dois plus être transfert en Janvier vous rendez le jeu mille franchement c’est bon j’arrête de jouer . Pfff je suis mal sur les nerfs",2,Posté le 14 mars à 03:48,0,0
"Ce fut le pire jeu que j’ai testé , le jeu est nul , le gameplay est nul , la communauté est nul et ultimateam pourri. Le jeu est rempli de script et de rééquilibrage. Le jeu le plus rageant",0,Posté le 10 mars à 04:30,0,0
"Nul, concept jouabilité de pire en pire surtout ultimate team , grand déséquilibre de réa attribution , pas de logique sur le jeux qui devient de plus en plus frustrant, pas d'évolution de graphisme depuis 2012 c'est presque le même jeux voir pire en jouabilté, entre ps4 et Ps5 pas de différence, une catastrophe pour les amateurs de jeux de football et malheureusement aucune alternative",0,Posté le 02 mars à 13:13,0,0
"Vraiment décevant. Le même depuis le 19. Mais en plus il est scripté jusqu'au cou. Impossible d'être champion sur le mode carrière, on se fera tjrs doubler à un moment ou un autre. Les scores sont des matchs de tennis. Les gardiens sont de véritables passoires. Nos joueurs glissent. Les scores sont aléatoires (ex: tu peux gagner 3-0 contre le barca puis perdre 5-3 contre almeria). L'IA du jeu est contre toi 1 fois sur 2. Bref, EA, vous avez tout intérêt à faire mieux et faire en sorte que cela ressemble à du foot...",3,Posté le 02 mars à 10:54,0,0
Je n'ai pas acheter fifa 22 ni le 23 .. cette fois je l'ai toucher à 20 e  et bien même 20 euros c'est trop ! Ce jeux est vraiment à chier ... le plus nul que j'ai connus .. une lenteur absurde des joueurs .. des lacs contre favorables ; scripts ; score de tennis .. et pleins d'autres choses.. rien ne va ! A fuir,0,Posté le 25 févr. à 18:19,0,0
Intelligence artificiel complètement débile rends les balles à l'adversaire les défenseurs ont peur du ballon les goal arrête 90/100 des tirs.Nombreux bugs textures passes à travers les joueurs ballon invisible pour un jeu à 80€ et qui n'est qu'une mise à jour du 23 c'est une arnaque.,3,Posté le 17 févr. à 22:48,0,0
"Un jeu de merde, vraiment. Le pire jeu au monde je comprends pas comment ça peut être légal de mettre en circulation un tel jeu ! Franchement les gars derrière le jeu vous êtes des mange mort, une bande d'incapable qui passent l'entièreté de leur journée à concevoir et investir dans un jeu pourris qui au final pû la merde. Bouffé le votre FC24 et chié le !!! Une honte",1,Posté le 15 févr. à 15:53,0,0
"Je mets 1/20 mais je ne sais pas d'où vient ce point. Le jeu est très decevant dans beaucoup d'aspect mais le plus alarmant sont les bugs : Beaucoup de crash, jeu particulièrement lourd, de nombreux bug sur les modes en ligne mais aussi pour certaines personnes le mode ultimate teams ne marche pas ce qui est la fonction principal de fifa. Autant dire qu'il ne faut pas l'acheter même si vous êtes fan de fifa et un joueur fut je vous le déconseille ça sera juste une deception.",1,Posté le 12 févr. à 22:24,0,0
"Juste un copier/coller de Fifa 23 avec une mise à jour des transferts et des équipes et voilà le tour est joué. Une blague.... Franchement, aucune amélioration, une catastrophe, comment se faire du fric on en foutant le moins possible..",2,Posté le 03 févr. à 22:04,0,0
Je me demande encore pourquoi j’ai acheté ce jeu j’y ai joué trois heures je l’ai fermé et désinstallé rien de nouveau depuis 2022 une honte!EA C’EST FINI,5,Posté le 03 févr. à 00:30,0,0
5 pour les pelouses et c'est tout........ ................ .............. .............. .................... .............. ................... .............. ................... .............. ..........,5,Posté le 30 janv. à 20:17,0,0
Jeux vraiment horrible script sur script passe impossible à réaliser changements de curseur en pleine action donc impossible à défendre contre favorable sur contre favorable il es a chier ce jeu,0,Posté le 27 janv. à 13:38,0,0
"Avant de l’acheter, je trouvais la note des joueurs sévère… mais ça c’était avant de l’acheter.L’année dernière j’avais mis 3/20 à FIFA 23. Cette année, devenue FC24 (même le nom est médiocre), je lui retire encore un point. Les menus sont moches et pas du tout intuitifs. Le mode de jeu UT est injouable et la mentalité des adversaires exécrable. Tout le monde a des équipes de fou. Dès mon troisième match, j’avais déjà une bonne équipe. J’aimais bien le plaisir de commencer avec des mauvais joueurs et devoir se saigner pour avoir un bon joueur. Maintenant c’est à celui qui aura M’Bappe légendaire UT champion suprême Omega version Cheat infini de Noël à 97 et 150 de vitesse. Puis les femmes que viennent-elles faire là ?! C’est un scandale. Vous feriez mieux d’acheter les droits du Napoli, de la Juve ou des Milan plutôt que vos équipes féminines surtout sur UT. Un très beau mauvais jeu de foot. Seul intérêt jouer avec ses amis. Pour ceux qui en ont.",2,Posté le 27 janv. à 00:48,0,0
Le gameplay est à chieUne défense de mortLes femmes plus rapide que mbappeTrop de chose à dire mais j ai pas le temps j ai rien a faireBref une daube ce jeu,1,Posté le 24 janv. à 22:26,0,0
"Ceux qui mettent des 0 partout et qui viennent dire de la merde chaque année, allez-y, créez et inventez votre propre jeu de simulation de foot. Joué toutes les semaines sur PS5 (parfois avec mon père), ce jeu est un régal qui est passionnant à tout point de vue en tant que fan de football.",19,Posté le 24 janv. à 11:26,0,3
